doc_id,genre,strategy,num_chunks,avg_chunk_sentences,mean_isd,mean_ibi,document_gpc,document_cma,document_cdf
1909.00512,scientific,Recursive-256,28,6.25,0.4298246610305796,0.12156863404171807,0.47381631689527454,0.7864997557231358,0.6267269361514913
1909.00512,scientific,Semantic-75,45,3.888888888888889,0.6550472178936212,0.2247985064983368,0.5660597670231254,0.7524238367875417,0.5819156219949422
1909.00512,scientific,RandomMatched,24,7.291666666666667,0.5235590456674496,0.13821600129206976,0.49939653851370464,0.7766575962305069,0.6366769975238861
1909.00512,scientific,ShuffledNull,24,7.291666666666667,0.3585724831209518,0.11312502498428027,0.44822209256716766,0.7212189647058646,0.6648688225411105
2003.03106,scientific,GoldSection,19,10.631578947368421,0.38792725147581414,0.1745254883640691,0.46859258567325285,0.7772756516933441,0.6440036522538444
2003.03106,scientific,Fixed-128,32,6.3125,0.29619839406223036,0.15505644027143717,0.449754188229926,0.7536428198218346,0.6285371153237234
2003.03106,scientific,Fixed-256,18,11.555555555555555,0.31331829964700675,0.13192323015795815,0.441019681879224,0.7875268012285233,0.6628997639496191
2003.03106,scientific,Fixed-512,10,21.9,0.2553485481068492,0.08294149041175843,0.4091429686759886,0.8423414647579193,0.729912707158997
2003.03106,scientific,Recursive-256,29,6.9655172413793105,0.38732580289822716,0.21519211756772008,0.4895561049368243,0.7597186061842688,0.6253544298355449
2003.03106,scientific,Semantic-75,52,3.8846153846153846,0.6080144288358637,0.30091699957847595,0.5801950476000317,0.7074881069935285,0.5871765871671548
2003.03106,scientific,RandomMatched,19,10.631578947368421,0.29292776422133965,0.14009702676220945,0.44230682007182154,0.7843397291083085,0.6576140907213784
2003.03106,scientific,ShuffledNull,19,10.631578947368421,0.328477860232325,0.1727740843045084,0.44643693836285697,0.6728677749633789,0.6589319823568962
1708.01464,scientific,GoldSection,18,9.166666666666666,0.34883650206029415,0.15856832596990797,0.4671370382901911,0.770351294014189,0.631491302964255
1708.01464,scientific,Fixed-128,24,7.083333333333333,0.33877684526184265,0.1193137230972449,0.4484617786128157,0.7557715078194936,0.6169904215830514
1708.01464,scientific,Fixed-256,13,13.461538461538462,0.3187966220653974,0.10195792867587163,0.43615781526448605,0.8054503752635076,0.6723073912829118
1708.01464,scientific,Fixed-512,7,25.714285714285715,0.29722541144915987,0.07910264389855522,0.4204914641325313,0.8625424333981105,0.7491332713166018
1708.01464,scientific,Recursive-256,21,7.857142857142857,0.3581827826287952,0.15917933412960597,0.46992941424853335,0.7669797199113029,0.6196801280175523
1708.01464,scientific,Semantic-75,42,3.9285714285714284,0.6737974606997644,0.3086771908260527,0.6010664735632578,0.7083000377530143,0.5675137606511346
1708.01464,scientific,RandomMatched,18,9.166666666666666,0.3963324527333801,0.12534047166506448,0.4598970556430873,0.7712917625904083,0.6309939817799042
1708.01464,scientific,ShuffledNull,18,9.166666666666666,0.24860020879795128,0.11904360188378228,0.42074353734579384,0.6090321756071515,0.6581253455033221
2002.03407,scientific,GoldSection,9,21.0,0.3418815796160036,0.14737209015422398,0.4546134082965085,0.8144098189142015,0.6733194387471804
2002.03407,scientific,Fixed-128,28,6.821428571428571,0.3465213290681796,0.1594567256314414,0.46203603320561115,0.762765208525317,0.6059453418379718
2002.03407,scientific,Fixed-256,15,13.066666666666666,0.2895779201760888,0.12221112648646036,0.43317808572882477,0.7688673694928487,0.6583603448511819
2002.03407,scientific,Fixed-512,8,25.125,0.25122460373677313,0.07690454646945,0.4053235295913543,0.7809875011444092,0.7389718689537609
2002.03407,scientific,Recursive-256,18,10.5,0.3678954641541673,0.18048142393430075,0.47341707426944496,0.8173680471049415,0.6296975444188426
2002.03407,scientific,Semantic-75,48,3.9375,0.6078008762948836,0.29667724544803303,0.5798097519557631,0.7269703857600689,0.5686478243168073
2002.03407,scientific,RandomMatched,9,21.0,0.2726423045516842,0.11870941519737244,0.42645153716480816,0.7572254141171774,0.6932667594732297
2002.03407,scientific,ShuffledNull,9,21.0,0.19422010722984043,0.09693202045228747,0.39603854539314065,0.6526229514016045,0.7239792629331484
